ID do hospede,Nome do hospede,Cidade,Bairro,Tipo de imovel,Preço,Minimo de noite,Numero de avaliações,Ultima avaliação,Avaliação por mês,contagem calculada de listagens de hospede,disponibilidade 365
23895443,Eva,Manhattan,Harlem,Private room,99,1,2,1/1/2019,9,1,35
7529823,Sean,Brooklyn,Crown Heights,Private room,45,2,109,6/18/2019,330,1,131
99539943,Grand,Manhattan,Midtown,Private room,189,1,4,2/15/2018,12,1,365
49519202,Will,Manhattan,SoHo,Private room,85,5,0,,,1,0
43718548,Manuel,Manhattan,Inwood,Private room,52,3,16,10/15/2018,49,1,0
10703290,Mike,Manhattan,Upper East Side,Private room,90,2,61,5/25/2019,184,3,0
39837217,Leo,Brooklyn,Bushwick,Private room,74,3,16,5/18/2019,48,2,131
62644193,Elle,Brooklyn,East Flatbush,Private room,70,1,0,,,1,157
30047867,Camila,Brooklyn,Bedford-Stuyvesant,Private room,50,2,3,1/5/2017,9,1,0
2276763,Kristy,Manhattan,Harlem,Private room,40,5,3,1/1/2019,16,1,0
10966079,Ward,Brooklyn,Williamsburg,Private room,80,4,116,6/26/2019,350,2,133
42328181,Guillaume,Brooklyn,Williamsburg,Private room,100,2,0,,,1,0
90771408,Albert,Brooklyn,South Slope,Private room,70,1,30,6/5/2019,91,1,297
99804239,Kartika,Queens,Elmhurst,Private room,51,2,100,6/18/2019,305,1,296
94945743,Ryan,Manhattan,Lower East Side,Private room,120,6,3,5/26/2018,9,1,0
98726662,Lei,Brooklyn,Sheepshead Bay,Private room,39,2,26,1/2/2019,98,3,101
7453255,Nora,Manhattan,East Village,Private room,51,7,0,,,1,0
6051934,Susan,Staten Island,Midland Beach,Private room,80,1,7,11/4/2018,22,1,358
6119933,Caroline & Georg,Brooklyn,Williamsburg,Private room,90,2,2,5/11/2018,9,2,0
59909443,Kobby,Brooklyn,Bedford-Stuyvesant,Private room,75,3,5,9/9/2018,15,1,145
74442807,Sean,Brooklyn,Bushwick,Private room,2000,5,1,1/5/2019,16,1,0
84141567,Alida,Queens,Maspeth,Private room,75,1,1,10/25/2018,12,3,173
99392252,Michael,Brooklyn,Bedford-Stuyvesant,Private room,61,1,181,5/27/2019,547,4,0
24880134,Cam,Brooklyn,Prospect Heights,Private room,69,14,7,10/31/2018,33,3,0
14482375,Lara & David,Brooklyn,Greenpoint,Private room,199,3,20,6/27/2019,66,3,0
97521826,Armelle,Brooklyn,Bedford-Stuyvesant,Private room,120,3,1,8/31/2018,10,1,179
20915650,Ayami,Manhattan,East Harlem,Private room,65,7,1,12/31/2016,3,1,0
84562269,Finely,Queens,Queens Village,Private room,35,2,5,4/23/2019,18,2,0
2500106,Ariel,Brooklyn,Clinton Hill,Private room,65,2,18,12/16/2018,55,1,0
100128949,Lisa,Queens,Long Island City,Private room,55,14,20,1/2/2019,61,4,2
100182541,Jill,Brooklyn,Greenpoint,Private room,50,20,2,5/26/2017,7,1,0
437960,Denise,Manhattan,Midtown,Private room,230,8,4,4/12/2018,17,1,87
12126100,Darren,Brooklyn,Williamsburg,Private room,85,2,26,10/8/2018,80,1,221
37907767,Lauren,Manhattan,Upper East Side,Private room,110,1,1,12/3/2016,3,1,0
96424121,Pamela,Queens,St. Albans,Private room,63,1,63,7/5/2019,191,3,363
55948559,Barry,Bronx,Pelham Gardens,Private room,35,1,117,6/23/2019,466,4,34
66602200,Marie-Line,Brooklyn,Park Slope,Private room,100,2,131,6/25/2019,397,1,126
80379,Ryan,Manhattan,West Village,Private room,120,1,107,7/1/2019,325,1,83
39476034,James,Queens,Jamaica,Private room,159,1,0,,,2,179
8962305,Cici,Manhattan,Lower East Side,Private room,90,5,10,10/22/2018,30,3,20
1427352,Tara,Brooklyn,Bedford-Stuyvesant,Private room,40,2,2,10/23/2017,6,1,0
97536353,Chadine,Queens,Arverne,Private room,60,1,5,10/17/2017,16,2,158
15055897,Heather,Brooklyn,Clinton Hill,Private room,75,2,1,10/24/2016,3,2,0
82854298,Tamicka,Queens,Cambria Heights,Private room,47,1,63,10/22/2017,195,2,0
68787921,Hurriyet Aydın /,Brooklyn,Bedford-Stuyvesant,Private room,39,3,33,1/11/2019,103,4,146
515095,Mei,Brooklyn,Carroll Gardens,Private room,79,2,74,7/1/2019,224,2,45
62605071,Anna,Brooklyn,Coney Island,Private room,95,1,76,7/5/2019,244,2,163
24346282,Bharat,Brooklyn,Park Slope,Private room,71,7,12,9/11/2018,36,1,0
78276061,David,Brooklyn,Flatlands,Private room,55,2,39,6/29/2019,127,1,247
6433320,Daniel,Brooklyn,Bushwick,Private room,40,5,0,,,1,0
52894477,Jennifer & Inam,Brooklyn,Crown Heights,Private room,48,30,3,5/15/2019,24,1,136
100721907,H,Manhattan,Chelsea,Private room,78,3,87,6/23/2019,268,1,44
43227390,Rose,Manhattan,East Village,Private room,110,3,7,7/31/2017,22,1,0
84841205,Yorgos,Queens,Astoria,Private room,55,4,104,7/2/2019,329,1,53
1327518,Dawn,Brooklyn,Bushwick,Private room,40,30,0,,,1,5
4808861,Christian,Manhattan,Midtown,Private room,125,1,0,,,1,0
87393824,Sylvette,Queens,Jamaica Hills,Private room,65,1,16,1/14/2018,50,1,0
72029809,Flavia,Brooklyn,Bedford-Stuyvesant,Private room,89,5,1,10/23/2016,3,1,0
98235552,Ali,Manhattan,Harlem,Private room,60,3,0,,,1,0
100970583,Maria,Queens,Woodhaven,Private room,50,4,82,6/11/2019,252,2,215
14422390,Bill,Queens,Astoria,Private room,49,1,12,7/19/2017,37,1,0
1475812,Ignani,Manhattan,Nolita,Private room,140,2,66,5/31/2019,205,3,44
20691787,Jeanne & Sara,Brooklyn,Greenpoint,Private room,60,1,92,12/23/2018,285,1,0
101131904,Tarirai,Manhattan,Harlem,Private room,40,2,59,6/23/2019,190,1,39
844442,Sarah,Brooklyn,Williamsburg,Private room,115,2,0,,,1,0
86408170,Malin,Manhattan,Chelsea,Private room,120,1,1,10/27/2016,3,1,0
8832456,Ubi,Brooklyn,Kensington,Private room,54,1,132,6/23/2019,403,1,70
8164085,Lyles,Queens,Ridgewood,Private room,56,2,9,5/27/2019,40,1,80
30653537,Rachel,Manhattan,East Harlem,Private room,60,1,8,5/14/2017,25,1,0
22963797,Lisa,Brooklyn,Williamsburg,Private room,90,2,73,6/23/2019,231,1,338
101262037,Israel,Queens,Long Island City,Private room,65,1,5,4/27/2019,15,1,66
11262790,Kajsa,Brooklyn,Greenpoint,Private room,55,5,3,12/30/2016,9,1,0
101276529,Tracy,Queens,Flushing,Private room,96,1,73,6/19/2019,230,1,343
1314045,Tim,Brooklyn,Williamsburg,Private room,109,1,228,6/28/2019,697,3,326
1314045,Tim,Brooklyn,Williamsburg,Private room,99,1,220,6/30/2019,671,3,352
48282875,Gonzalo,Brooklyn,Williamsburg,Private room,55,3,4,6/3/2018,13,1,0
59962617,Jennifer,Manhattan,East Village,Private room,155,1,1,3/21/2017,4,1,0
101378990,Grand,Manhattan,Midtown,Private room,179,1,4,6/20/2017,13,1,337
34061867,Aydin,Manhattan,Upper East Side,Private room,100,2,17,7/2/2019,52,1,4
9864136,Anthony,Brooklyn,Bushwick,Private room,45,1,2,10/1/2017,6,26,250
1407676,Jessica,Brooklyn,Williamsburg,Private room,350,1,19,7/3/2019,64,4,244
2134232,Crystal,Manhattan,Tribeca,Private room,95,1,22,8/18/2017,68,2,0
50145118,Sonia,Manhattan,Harlem,Private room,89,1,3,8/19/2017,10,3,0
101113595,Chloe,Brooklyn,Bedford-Stuyvesant,Private room,89,2,2,1/1/2017,7,1,0
37447483,Riley,Manhattan,Harlem,Private room,70,3,62,6/30/2019,194,1,73
7728010,Jane,Brooklyn,Bedford-Stuyvesant,Private room,63,5,9,5/26/2019,28,1,342
34875504,Juan P,Brooklyn,Bushwick,Private room,63,2,20,7/22/2018,62,1,0
18192996,Jessica And Danny,Queens,Ditmars Steinway,Private room,55,1,5,3/12/2017,15,2,0
22118802,Sara,Brooklyn,Bushwick,Private room,90,3,3,12/1/2016,9,1,0
74782658,Gerardo,Queens,Glendale,Private room,40,1,117,7/1/2019,363,1,300
101550977,Myko,Manhattan,Financial District,Private room,95,5,45,5/24/2019,140,2,272
101550977,Myko,Manhattan,Financial District,Private room,90,4,61,5/29/2019,190,2,246
25685076,Yoseph & Malky,Brooklyn,Kensington,Private room,111,1,74,6/30/2019,228,1,156
909710,Claire,Brooklyn,Williamsburg,Private room,49,5,17,4/30/2018,53,1,0
148108,Fatima,Manhattan,Lower East Side,Private room,333,1,40,6/10/2019,127,2,62
101632253,Linnette,Manhattan,East Harlem,Private room,100,3,20,6/10/2018,66,1,188
3398280,Megan,Brooklyn,Prospect-Lefferts Gardens,Private room,65,20,3,4/30/2019,39,1,35
101643312,Tony,Queens,Queens Village,Private room,149,30,0,,,2,90
2908180,Simone,Manhattan,East Harlem,Private room,125,5,59,7/2/2019,203,1,110
57109253,Naveen,Brooklyn,Williamsburg,Private room,70,3,12,10/10/2018,38,1,188
101653570,The Wrights,Brooklyn,Bedford-Stuyvesant,Private room,59,2,195,6/21/2019,601,3,40
8076786,Suri,Brooklyn,Sunset Park,Private room,89,1,2,6/25/2019,10,3,281
101653570,The Wrights,Brooklyn,Bedford-Stuyvesant,Private room,59,2,171,6/20/2019,526,3,57
96098402,Wynpoints,Manhattan,Midtown,Private room,369,3,8,2/13/2017,25,12,365
17043144,Kat,Brooklyn,Bushwick,Private room,55,3,1,11/15/2016,3,1,0
83246395,Roshelle,Manhattan,Hell's Kitchen,Private room,150,2,0,,,1,0
44706272,Sophia And Shannon,Brooklyn,Williamsburg,Private room,45,3,4,7/30/2017,13,1,0
101712494,Alphanso,Queens,Rosedale,Private room,55,2,4,10/22/2017,13,2,349
101712494,Alphanso,Queens,Rosedale,Private room,55,2,12,9/1/2018,37,2,355
11075539,Brett,Brooklyn,Bushwick,Private room,69,2,96,6/30/2019,293,1,36
25851147,Victoria,Manhattan,Harlem,Private room,65,3,49,5/24/2019,150,1,46
6109872,Severine,Manhattan,Lower East Side,Private room,100,2,16,12/10/2017,50,1,66
51830483,Nathan,Manhattan,Hell's Kitchen,Private room,92,1,140,6/17/2019,429,2,152
87370616,Francisca,Bronx,Longwood,Private room,80,2,77,7/7/2019,237,2,365
12210788,Moustafa,Manhattan,Upper West Side,Private room,119,1,117,6/9/2019,361,1,365
24867105,Jane + Abe,Queens,Ditmars Steinway,Private room,75,3,0,,,1,0
903086,Kasey,Manhattan,Lower East Side,Private room,99,5,0,,,1,0
868197,Coco,Brooklyn,Bushwick,Private room,39,16,38,6/1/2019,121,1,192
101982307,Belinda,Brooklyn,Williamsburg,Private room,80,2,29,10/30/2018,90,2,34
90025899,Craig,Brooklyn,DUMBO,Private room,105,2,146,6/30/2019,452,1,62
795031,D M,Brooklyn,Williamsburg,Private room,70,2,117,6/18/2019,371,2,35
28966357,Dorothy,Manhattan,East Harlem,Private room,99,2,90,5/12/2019,279,3,92
102016115,Elizabeth,Brooklyn,Windsor Terrace,Private room,125,2,89,6/23/2019,278,1,310
16878736,Gabriela,Brooklyn,Bedford-Stuyvesant,Private room,55,2,16,1/1/2019,52,1,311
102072740,Lindsay,Manhattan,Washington Heights,Private room,75,1,2,5/23/2018,6,1,0
24215329,Rohan,Brooklyn,Bedford-Stuyvesant,Private room,60,2,0,,,1,0
102075715,Juan Carlos,Brooklyn,Bedford-Stuyvesant,Private room,80,1,1,6/30/2019,1,1,350
102080453,Gabriela,Brooklyn,Bedford-Stuyvesant,Private room,54,1,166,6/22/2019,509,2,0
59059294,Eric,Brooklyn,Kensington,Private room,65,4,7,5/27/2019,22,1,0
1546439,Isabel,Manhattan,East Village,Private room,50,4,1,11/28/2016,3,1,0
12475280,George,Brooklyn,Bedford-Stuyvesant,Private room,44,28,0,,,1,0
102108786,Marie,Brooklyn,East New York,Private room,300,3,8,5/6/2019,26,2,80
83627325,Jared,Queens,Sunnyside,Private room,139,1,3,7/20/2018,12,4,365
52835849,Heather,Brooklyn,Bushwick,Private room,50,7,0,,,2,89
102080453,Gabriela,Brooklyn,Bedford-Stuyvesant,Private room,49,1,153,6/23/2019,472,2,0
101653570,The Wrights,Brooklyn,Williamsburg,Private room,79,2,167,6/14/2019,514,3,21
8076496,Agnes,Queens,Astoria,Private room,60,4,6,6/6/2019,28,1,96
35667639,Chris,Manhattan,Stuyvesant Town,Private room,175,1,6,5/22/2017,19,1,180
7607175,Rodney,Manhattan,Lower East Side,Private room,75,5,1,12/19/2017,5,1,157
20237633,Mike,Queens,Ridgewood,Private room,50,2,13,6/13/2017,40,1,0
66823224,Nathan,Manhattan,Upper West Side,Private room,80,1,111,7/1/2019,351,1,42
70963475,Ji,Manhattan,Upper West Side,Private room,110,7,1,1/5/2017,3,1,87
33924547,Laura,Brooklyn,Bedford-Stuyvesant,Private room,130,3,0,,,1,0
22195599,Christopher,Manhattan,East Village,Private room,67,10,14,7/4/2018,49,1,7
102218558,Luz Dary,Queens,Jackson Heights,Private room,70,1,52,7/22/2018,161,1,0
391488,Thalith,Brooklyn,Prospect-Lefferts Gardens,Private room,500,1,0,,,1,89
12495861,Lu,Manhattan,Upper West Side,Private room,60,1,0,,,1,0
61601937,Yuxi,Queens,Woodside,Private room,40,1,7,5/27/2017,23,1,0
64336536,Ian,Brooklyn,Williamsburg,Private room,95,4,0,,,1,0
73561233,Stefany,Manhattan,Lower East Side,Private room,86,5,0,,,1,0
78421449,Meg,Brooklyn,Bedford-Stuyvesant,Private room,200,2,0,,,1,0
26020769,Ryan,Brooklyn,Prospect-Lefferts Gardens,Private room,99,2,5,3/24/2019,16,1,364
84141567,Alida,Queens,Maspeth,Private room,65,4,0,,,3,0
100970583,Maria,Queens,Woodhaven,Private room,45,4,22,7/1/2019,68,2,266
11921184,Rachel,Manhattan,East Village,Private room,85,2,37,5/26/2019,120,1,6
20241220,William,Brooklyn,Bedford-Stuyvesant,Private room,50,2,0,,,1,0
9439324,Chérie,Brooklyn,Bushwick,Private room,49,1,74,6/24/2019,242,3,53
102383709,Mark & Will,Manhattan,Harlem,Private room,69,4,153,7/1/2019,474,2,125
9549442,Lynn,Brooklyn,Red Hook,Private room,62,5,6,11/1/2018,19,1,0
18192430,Jamie,Brooklyn,Fort Greene,Private room,80,1,53,6/1/2018,215,1,0
16494382,Mark,Queens,Ridgewood,Private room,20,7,0,,,1,89
70403406,Tiffany,Manhattan,Upper West Side,Private room,75,2,8,8/4/2017,26,1,0
102482048,Susy,Brooklyn,Bushwick,Private room,35,2,106,6/24/2019,326,4,349
4110869,Golden&Mavy,Manhattan,Harlem,Private room,50,30,4,6/15/2019,14,2,365
10398617,Nathan,Brooklyn,Williamsburg,Private room,70,2,19,4/24/2019,60,1,19
7455706,Amanda,Manhattan,East Village,Private room,80,6,10,6/9/2019,31,2,7
102482048,Susy,Brooklyn,Bushwick,Private room,35,2,44,3/10/2019,141,4,325
2719866,Dora,Manhattan,Murray Hill,Private room,40,5,0,,,1,0
18240752,Vadzim,Brooklyn,Park Slope,Private room,47,2,7,5/1/2017,26,1,0
98697139,Oscar,Queens,Corona,Private room,40,1,43,6/8/2019,137,2,59
46382885,Peter,Brooklyn,East Flatbush,Private room,33,2,119,6/18/2019,369,1,277
11297371,Maria,Brooklyn,Bushwick,Private room,50,2,72,6/3/2019,235,2,293
89759874,Pauline,Brooklyn,Williamsburg,Private room,72,1,154,7/6/2019,479,1,215
1939376,Audrey,Brooklyn,Clinton Hill,Private room,48,20,24,5/1/2019,78,1,304
40503875,Hebert,Queens,Astoria,Private room,55,1,94,4/16/2019,291,2,0
5192686,Shani & Emily,Brooklyn,Prospect-Lefferts Gardens,Private room,100,2,90,6/23/2019,295,2,0
58118452,Baron,Brooklyn,Bedford-Stuyvesant,Private room,53,1,59,3/2/2018,190,1,188
100842144,Francis,Manhattan,Upper East Side,Private room,143,2,8,12/5/2018,26,1,365
8715723,Jacob,Manhattan,Harlem,Private room,164,1,141,6/10/2019,474,5,209
8715723,Jacob,Manhattan,Harlem,Private room,164,1,143,6/21/2019,482,5,221
5237407,Jenima,Brooklyn,Prospect-Lefferts Gardens,Private room,48,2,74,7/4/2019,238,2,20
99937669,Kary,Manhattan,East Village,Private room,70,1,209,7/6/2019,645,1,203
1260413,Helena,Brooklyn,Williamsburg,Private room,89,5,26,5/22/2019,80,3,0
69406365,Yoko,Manhattan,Upper East Side,Private room,60,1,27,6/30/2017,88,2,0
6181203,Segun,Brooklyn,Crown Heights,Private room,42,4,13,5/21/2018,41,1,364
32209352,Diana,Brooklyn,Bushwick,Private room,57,4,17,5/19/2019,66,2,307
9193762,Hannah,Brooklyn,Bushwick,Private room,43,1,1,11/29/2016,3,1,0
28966357,Dorothy,Manhattan,East Harlem,Private room,99,2,81,5/26/2019,251,3,88
36669277,Eugenie,Brooklyn,Williamsburg,Private room,105,1,38,10/30/2017,121,1,0
21503447,Anthony,Manhattan,Washington Heights,Private room,65,5,3,5/6/2017,10,1,179
37712463,Caroline,Manhattan,Gramercy,Private room,100,3,1,11/29/2016,3,1,0
53635805,William,Brooklyn,Sunset Park,Private room,38,2,1,11/10/2016,3,1,0
48961085,Anabelle,Queens,Astoria,Private room,88,5,7,6/22/2017,22,1,0
102924482,Luis,Manhattan,Harlem,Private room,60,4,41,6/9/2019,131,1,98
59358,V.Stephan,Manhattan,Upper East Side,Private room,65,2,42,6/13/2019,131,2,0
42271764,Elena,Brooklyn,Crown Heights,Private room,700,30,1,1/2/2017,3,1,87
16973022,Patrick,Brooklyn,Bushwick,Private room,50,1,4,11/26/2016,12,1,0
58368740,Bianca,Brooklyn,Bedford-Stuyvesant,Private room,70,1,1,1/2/2017,3,1,0
16221357,Theo,Brooklyn,Park Slope,Private room,225,15,4,5/24/2018,13,1,0
10191995,Nora,Manhattan,Chinatown,Private room,61,5,25,7/4/2019,79,2,20
102742122,Shannon,Queens,South Ozone Park,Private room,120,1,31,6/16/2019,103,1,352
11917115,Claudia,Brooklyn,Williamsburg,Private room,110,3,0,,,1,0
65092392,Jed,Brooklyn,Bushwick,Private room,65,3,72,6/30/2019,226,1,179
19818873,Aline,Brooklyn,Greenpoint,Private room,89,1,86,5/10/2019,270,1,173
10191995,Nora,Manhattan,Chinatown,Private room,119,6,117,6/17/2019,365,2,207
103128664,Lina,Manhattan,Upper West Side,Private room,128,7,71,7/7/2019,221,1,171
103158392,Arthur,Manhattan,Kips Bay,Private room,115,3,61,6/25/2019,194,1,137
57307079,Julian,Queens,Astoria,Private room,70,1,19,6/9/2019,150,1,172
103131157,Grand,Manhattan,Midtown,Private room,115,1,2,7/29/2017,8,1,88
2388537,Andrea,Manhattan,Morningside Heights,Private room,100,3,6,10/2/2018,19,2,0
24140532,Josh,Brooklyn,Bedford-Stuyvesant,Private room,50,3,91,7/5/2019,283,4,262
31482341,Daniel,Manhattan,Inwood,Private room,45,5,30,1/2/2019,94,2,0
18934273,Max,Bronx,Norwood,Private room,40,1,1,12/24/2016,3,1,0
92947863,Matthew,Brooklyn,Flatbush,Private room,42,2,0,,,1,0
14315424,Alexa,Brooklyn,Williamsburg,Private room,58,2,6,12/31/2017,20,1,0
103345244,Jeff,Bronx,Kingsbridge,Private room,55,1,0,,,2,64
22902354,Jessy,Brooklyn,Williamsburg,Private room,49,3,7,5/26/2019,32,1,37
278393,Dylana,Brooklyn,Bushwick,Private room,40,2,96,6/24/2019,299,3,78
17638424,Sophie,Queens,Elmhurst,Private room,40,1,91,6/30/2019,282,8,162
103273584,Kevin,Brooklyn,Bushwick,Private room,900,15,3,9/26/2018,9,1,83
1810885,Alex,Manhattan,East Village,Private room,85,3,48,6/24/2019,151,3,44
103367641,Nidhi,Manhattan,Gramercy,Private room,110,1,8,4/28/2018,25,1,0
1778121,Jay,Manhattan,East Village,Private room,119,3,8,11/2/2018,25,1,76
8455776,Wendy,Manhattan,Harlem,Private room,60,1,23,6/16/2019,73,2,97
51035062,Matt,Brooklyn,Bedford-Stuyvesant,Private room,200,2,0,,,1,89
46707487,Kerry,Brooklyn,Williamsburg,Private room,50,2,77,6/22/2019,244,1,107
38294216,Rachel,Queens,South Ozone Park,Private room,75,10,7,4/13/2019,27,4,197
1252820,Marc,Brooklyn,Williamsburg,Private room,60,5,72,7/6/2019,235,1,7
101657794,Dr. Shirin,Queens,Briarwood,Private room,120,1,77,7/6/2019,239,6,361
57646925,Gaddi,Brooklyn,Flatlands,Private room,35,2,0,,,1,0
88043058,Pamela,Brooklyn,Bedford-Stuyvesant,Private room,45,1,45,6/23/2019,147,4,361
88043058,Pamela,Brooklyn,Bedford-Stuyvesant,Private room,40,1,41,5/24/2019,134,4,352
4263511,Miriam,Brooklyn,Flatbush,Private room,42,7,0,,,1,0
58503744,Rachel,Brooklyn,Bushwick,Private room,65,4,4,6/14/2018,12,1,0
25039414,William,Brooklyn,Williamsburg,Private room,200,5,11,9/13/2017,36,1,83
103605111,Yukiko,Queens,Woodside,Private room,45,2,36,6/26/2019,113,1,52
103488282,Kaka,Queens,Sunnyside,Private room,75,1,122,6/24/2019,378,5,0
103611863,Lucy,Brooklyn,Gravesend,Private room,40,2,7,1/4/2019,22,1,318
83542652,Roger,Queens,Elmhurst,Private room,59,3,8,6/26/2019,83,1,73
21679450,Vicky,Manhattan,Harlem,Private room,50,2,0,,,2,0
2753243,Jwanah,Queens,Astoria,Private room,56,3,0,,,1,0
101657794,Dr. Shirin,Queens,Briarwood,Private room,65,1,47,5/12/2019,148,6,365
101491116,Tong,Brooklyn,Cypress Hills,Private room,39,4,2,6/19/2017,7,6,0
2448006,El Haj,Manhattan,Harlem,Private room,80,2,3,6/24/2019,28,3,339
1301576,Siobhan,Manhattan,East Harlem,Private room,85,3,97,6/24/2019,307,2,14
43936824,Kylia,Manhattan,Upper East Side,Private room,150,1,11,6/7/2019,97,1,0
40639815,Carolina,Manhattan,Lower East Side,Private room,75,8,0,,,1,0
45404805,Bianca,Queens,Astoria,Private room,120,5,1,1/7/2018,5,2,351
92272,Kristin,Manhattan,Gramercy,Private room,75,2,18,5/17/2019,88,3,62
5179523,Max,Brooklyn,Williamsburg,Private room,91,1,13,6/12/2019,55,3,85
3587764,Jochen,Manhattan,Harlem,Private room,150,1,2,12/30/2018,7,1,0
3619937,Freddi,Brooklyn,Bushwick,Private room,46,7,26,6/19/2019,91,2,0
100806,Madeline,Brooklyn,Crown Heights,Private room,65,3,10,5/26/2019,93,1,12
103841276,Cristina And Sasha,Brooklyn,Bushwick,Private room,45,1,158,6/25/2019,493,2,201
103843016,Wendy,Brooklyn,Bedford-Stuyvesant,Private room,50,3,0,,,1,0
103850896,Ashley,Brooklyn,Williamsburg,Private room,60,2,5,10/22/2017,16,2,0
74895323,Kara,Manhattan,Harlem,Private room,42,7,3,1/2/2019,10,1,53
64065593,ResortShare5,Manhattan,Midtown,Private room,198,2,23,4/23/2019,75,13,329
102466916,Luca And Kameko,Manhattan,Harlem,Private room,45,30,6,6/23/2019,25,6,164
27844914,Kim,Brooklyn,Bedford-Stuyvesant,Private room,44,14,38,6/24/2019,124,2,45
102466916,Luca And Kameko,Manhattan,Harlem,Private room,50,30,5,11/18/2018,16,6,151
102466916,Luca And Kameko,Manhattan,Harlem,Private room,45,30,7,5/4/2019,23,6,175
103862923,Jane,Brooklyn,Greenpoint,Private room,37,3,4,1/1/2018,13,1,0
519554,Umut&Deniz,Manhattan,Lower East Side,Private room,78,2,46,6/16/2019,145,5,341
519554,Umut&Deniz,Manhattan,Lower East Side,Private room,78,2,7,6/30/2018,23,5,365
103875907,Massimo,Manhattan,Harlem,Private room,35,1,4,11/26/2016,12,1,0
86569571,Sara,Queens,Long Island City,Private room,52,1,0,,,1,0
103883083,Ariana,Brooklyn,Flatbush,Private room,33,14,1,2/21/2017,3,1,0
103281721,Marina,Staten Island,Stapleton,Private room,49,1,17,9/5/2017,53,1,0
103892907,Dali,Manhattan,Harlem,Private room,103,1,2,12/10/2016,6,1,0
7380558,Angelica,Brooklyn,Bedford-Stuyvesant,Private room,41,7,9,1/4/2018,28,1,0
6049738,Fayth,Manhattan,East Village,Private room,76,30,4,8/31/2018,13,2,0
103841276,Cristina And Sasha,Brooklyn,Bushwick,Private room,35,1,148,6/24/2019,463,2,169
21452718,Juan,Manhattan,Roosevelt Island,Private room,65,20,2,2/24/2019,34,1,0
20327528,Miller,Brooklyn,Bedford-Stuyvesant,Private room,35,3,0,,,1,0
7051379,Susan,Brooklyn,Downtown Brooklyn,Private room,70,2,106,7/6/2019,359,2,53
104055319,Esther,Manhattan,East Village,Private room,55,3,12,3/25/2018,37,1,4
5187497,Ignacio,Brooklyn,Bushwick,Private room,50,1,2,11/26/2016,6,2,0
101602599,M,Queens,Woodside,Private room,75,3,9,8/26/2018,28,2,7
19080025,Elsa,Manhattan,Midtown,Private room,350,4,0,,,1,0
104125363,Monica,Queens,Long Island City,Private room,70,4,1,1/4/2019,16,1,0
801883,CZ Casa,Manhattan,Hell's Kitchen,Private room,110,1,188,6/26/2019,587,1,158
104166155,Suzie And Ryan,Brooklyn,East Flatbush,Private room,49,2,18,6/23/2019,59,2,90
69545883,Chayla,Manhattan,Midtown,Private room,899,2,2,12/9/2016,6,12,365
24444281,Paloma,Manhattan,Harlem,Private room,40,5,4,9/22/2018,22,1,0
34320426,Manny Lucas,Manhattan,Midtown,Private room,90,1,6,4/7/2017,19,1,0
23006467,Alexandra,Queens,Glendale,Private room,105,12,0,,,1,0
13394035,Samuel,Brooklyn,Williamsburg,Private room,49,20,85,5/27/2019,274,1,35
104254967,Anna,Queens,Long Island City,Private room,95,2,62,7/1/2019,196,1,118
50087191,Montana,Brooklyn,Williamsburg,Private room,47,1,5,2/1/2019,74,1,4
104273977,Jasmine,Manhattan,Lower East Side,Private room,109,1,3,9/1/2018,18,3,0
85294325,Phillip,Manhattan,Upper East Side,Private room,80,4,19,11/24/2018,60,1,0
10812002,Oliver,Manhattan,Hell's Kitchen,Private room,100,2,2,11/6/2017,9,3,0
25599837,Louise,Brooklyn,Greenpoint,Private room,60,3,1,1/2/2017,3,1,0
17995733,Idit,Brooklyn,Williamsburg,Private room,75,10,0,,,1,0
4372057,Rafael,Manhattan,Upper West Side,Private room,88,7,3,5/31/2017,10,1,0
104350692,Ridhima,Manhattan,Gramercy,Private room,110,1,16,5/27/2019,50,1,0
104542199,Ray,Manhattan,Upper East Side,Private room,200,2,3,9/19/2017,9,1,90
4233535,Mariam,Brooklyn,Bedford-Stuyvesant,Private room,60,1,0,,,1,0
36420662,Marc,Brooklyn,Williamsburg,Private room,75,3,3,4/29/2017,11,1,0
104568045,Luisa,Bronx,Morris Heights,Private room,55,2,0,,,1,364
104584267,Evguenia,Bronx,Morris Heights,Private room,75,1,3,5/19/2019,32,1,365
104626152,Nikki,Brooklyn,Bedford-Stuyvesant,Private room,200,2,3,12/11/2016,9,4,189
15787004,Martial Loft,Brooklyn,Bushwick,Private room,59,3,11,6/22/2019,46,5,0
27294350,Jocelyn,Brooklyn,Bushwick,Private room,55,3,0,,,1,0
13324284,Rob,Manhattan,Chinatown,Private room,95,4,1,1/6/2017,3,1,0
39872618,Felipe,Brooklyn,Crown Heights,Private room,50,3,7,5/15/2018,31,1,249
96303866,Juan Pablo & Andrea,Queens,College Point,Private room,44,4,8,4/23/2017,27,1,3
13599766,David,Manhattan,Morningside Heights,Private room,80,8,3,6/3/2018,10,1,79
7555939,Chelsea,Manhattan,Gramercy,Private room,65,5,7,9/15/2018,26,1,0
9563496,Jenny,Queens,Ridgewood,Private room,69,7,0,,,1,0
24630962,Ercio,Brooklyn,Williamsburg,Private room,70,10,17,3/13/2018,61,1,0
17848497,Steve,Brooklyn,Crown Heights,Private room,35,3,2,4/23/2017,7,1,0
104812805,Amarjit S,Staten Island,Concord,Private room,34,4,51,10/27/2018,169,8,316
